"customer_id"	"name"	"real_value"
201	"Ashley Roberts"	239619.839650
202	"Ashley Romero"	526677.436140
203	"Ashley Smith"	46085.934080
204	"Ashley Spencer"	79117.658030
205	"Ashley Stevenson"	32736.530500
206	"Ashley Vargas MD"	133373.236990
207	"Ashley Vargas"	189019.495500
208	"Ashley White"	255004.941110
209	"Audrey Figueroa"	173851.179080
210	"Audrey Hensley"	73266.828490
211	"Audrey Santos"	201745.698040
212	"Autumn Navarro"	453108.625910
213	"Bailey Acosta"	72646.978680
214	"Bailey Guerrero"	386366.672130
215	"Bailey Sullivan"	79767.756010
216	"Barbara Bates"	422418.036620
217	"Barbara Brown"	200190.518260
218	"Barbara Burns"	119189.360890
219	"Barbara Caldwell"	193256.409260
220	"Barbara Chavez"	315620.014740
221	"Barbara Clark"	246302.391520
222	"Barbara Hardin"	105942.204110
223	"Barbara Holland"	21547.453690
224	"Barbara Johnson"	114944.412970
225	"Barbara Meadows"	433645.049510
226	"Barbara Rodriguez"	212035.763590
227	"Barbara Shannon"	440481.288630
228	"Barbara Simmons"	158053.510680
229	"Barbara Villa"	24091.438860
230	"Becky Brown"	143140.996210
231	"Belinda Carter"	18447.706650
232	"Beth Miller"	129498.997160
233	"Bethany Barker"	20074.827910
234	"Bethany Morris MD"	118001.075280
235	"Bethany Yu"	560428.285660
236	"Betty Bond"	124401.408580
237	"Betty Brown"	378659.828420
238	"Betty Phillips"	127295.684410
239	"Betty Wilson"	157132.634970
240	"Beverly Aguilar"	189520.685540
241	"Beverly Williams"	381968.469560
242	"Bianca Sanders"	29837.981770
243	"Bonnie Yates"	470593.416440
244	"Brandi Burns"	168311.477410
245	"Brandi Henson"	144775.111330
246	"Brandi Hunt"	68688.467850
247	"Brandi Lee"	160191.602280
248	"Brandi Mcclain"	450183.027270
249	"Brandy Spears"	189931.733700
250	"Breanna Perez"	352828.644150
251	"Brenda Baker"	124784.452610
252	"Brenda Brown"	154132.057300
253	"Brenda Clark"	196076.703480
254	"Brenda Davenport"	294863.394020
255	"Brenda Fox"	140905.022990
256	"Brenda Gibson"	632951.373470
257	"Brenda Medina"	91937.847660
258	"Brenda Rojas"	85946.310170
259	"Brenda Williams"	185466.025720
260	"Brenda Wong"	178416.606050
261	"Briana Lee"	183070.665630
262	"Briana Martinez"	148434.602640
263	"Briana Sanders"	207390.066460
264	"Briana Santos"	666113.877140
265	"Briana Thompson"	548476.937250
266	"Briana Vega"	33548.535600
267	"Brianna Cooper"	112112.276100
268	"Brianna Johnson"	77982.245610
269	"Brittany Crane"	197358.101780
270	"Brittany Duncan"	105591.952110
271	"Brittany Erickson"	100696.972620
272	"Brittany Garcia"	145258.961130
273	"Brittany Hancock"	589614.891990
274	"Brittany Horne"	16637.278640
275	"Brittany Huynh"	210035.309150
276	"Brittany Maldonado"	362136.652370
277	"Brittany Mccall"	445389.874420
278	"Brittany Pierce"	194548.853580
279	"Brittany Smith"	440999.786820
280	"Brittany Weaver"	271765.899990
281	"Brittany Webster"	579558.578160
282	"Brittney Barron"	214240.258740
283	"Brittney Cook"	65484.457960
284	"Brittney Neal"	128352.390250
285	"Brooke Banks"	51171.113060
286	"Brooke Ellis"	96084.381190
287	"Brooke Pearson"	115671.338090
288	"Brooke Peters"	216260.034010
289	"Brooke Robinson"	103430.055540
290	"Brooke Stone"	81904.570200
291	"Caitlin Dyer"	444234.832690
292	"Caitlin Faulkner"	250244.114720
293	"Caitlin Flores"	95868.338030
294	"Caitlin Ingram"	85093.139750
295	"Caitlin Jones"	68059.763690
296	"Caitlyn Clay"	410462.603230
297	"Caitlyn Davis"	189818.526010
298	"Caitlyn Mcknight"	39477.787500
299	"Caitlyn Roberts"	175169.285960
300	"Candace Molina"	55967.231030
301	"Candice Silva DDS"	254656.458050
302	"Candice Wilson"	498300.229640
303	"Carla Berry"	502784.344060
304	"Carla Carroll"	154413.457920
305	"Carla Velasquez"	678123.948180
306	"Carly Carlson"	116186.787990
307	"Carmen Henry"	5621.222050
308	"Carmen Mclean"	146286.515210
309	"Carol Boyd"	182145.237400
310	"Carol Cook"	191125.409890
311	"Carol Hendricks"	244677.265160
312	"Caroline Anderson"	486063.216850
313	"Caroline Barnes MD"	133408.259410
314	"Caroline Rogers"	61722.554910
315	"Caroline Vance"	140011.264510
316	"Carolyn Stewart"	232540.478910
317	"Carolyn Turner"	143530.089390
318	"Carolyn Williams"	228146.242690
319	"Carrie Harrell"	178422.065790
320	"Carrie Lewis"	232869.293400
321	"Carrie Morse"	201835.248990
322	"Casey Pope"	254046.674930
323	"Cassandra Hill"	643460.250960
324	"Cassandra Murphy MD"	191152.198040
325	"Cassandra Velasquez"	431254.379800
326	"Catherine Carr"	283242.971600
327	"Catherine Carroll"	158597.766560
328	"Catherine Chapman"	98978.098210
329	"Catherine Cohen"	192740.242470
330	"Catherine Greer"	616260.586500
331	"Catherine Griffith"	319524.938030
332	"Catherine Harris"	168094.617000
333	"Catherine Herman"	254765.674100
334	"Catherine Lowery"	200012.228380
335	"Catherine Mullins"	64570.326090
336	"Catherine Rodriguez"	73600.963440
337	"Catherine Smith"	130366.728120
338	"Catherine Wells"	219079.184760
339	"Cathy Bond"	47814.232200
340	"Cathy Durham"	113977.145520
341	"Cathy Gray"	261671.826310
342	"Cathy Roberts"	243473.710290
343	"Cathy Schultz"	160594.235860
344	"Charlene Adams"	136530.366900
345	"Chelsea Horton"	167309.736630
346	"Chelsea Levine"	174545.502870
347	"Chelsea May"	195210.277820
348	"Chelsea Mitchell"	525803.764580
349	"Chelsea Morgan"	245279.593730
350	"Chelsey Cisneros"	250442.793250
351	"Cheryl Ball"	643043.422180
352	"Cheryl Coleman"	163565.093860
353	"Cheryl Cook"	98573.114370
354	"Cheryl Hancock"	99179.542050
355	"Cheryl Holmes"	415584.194600
356	"Cheryl Khan"	9130.688080
357	"Cheryl Martin"	243313.440500
358	"Cheryl Russell"	475349.290080
359	"Cheryl Sheppard"	534239.069350
360	"Cheryl Stone"	169019.456080
361	"Cheyenne Scott"	565218.011600
362	"Christie Cook"	253275.252240
363	"Christina Beard"	150511.510880
364	"Christina Blanchard"	147723.653630
365	"Christina Brown"	80660.560820
366	"Christina Brown"	703403.633380
367	"Christina Chavez"	86717.081570
368	"Christina Davis"	208708.314250
369	"Christina Gonzales"	233348.506790
370	"Christina Hatfield"	357104.924120
371	"Christina Hendricks"	456554.569300
372	"Christina Hudson"	12695.461520
373	"Christina Hudson"	7129.331230
374	"Christina Johnson"	116289.562380
375	"Christina Martinez"	169664.661700
376	"Christina Moss"	529711.793310
377	"Christina Perry"	606712.447410
378	"Christina Sanchez"	83597.539100
379	"Christina Shaw"	94674.878570
380	"Christina Stanley"	257357.619790
381	"Christina Sutton"	92080.602610
382	"Christina Todd"	109957.119840
383	"Christina Walsh MD"	181615.700550
384	"Christina Whitaker"	223598.904940
385	"Christine Aguilar"	22466.353560
386	"Christine Alexander"	499045.513580
387	"Christine Barry"	344154.208630
388	"Christine Berger"	89752.563910
389	"Christine Carr"	84703.745370
390	"Christine Cruz"	36479.175630
391	"Christine Garcia"	50315.254720
392	"Christine Kim"	540908.635340
393	"Christine Marsh"	352757.549710
394	"Christine Mason"	75154.975900
395	"Christine Miller"	249023.276790
396	"Christine Nichols"	87110.415010
397	"Christine Pacheco"	91723.341590
398	"Christine Shaw"	282907.299570
399	"Christine Swanson"	604919.037540
400	"Christine Torres"	86548.583130
401	"Christine Wilson"	576773.821460
402	"Christy Richardson"	123702.810990
403	"Cindy Anthony"	241450.857750
404	"Cindy Drake"	127375.613380
405	"Cindy Escobar"	425877.588300
406	"Cindy Garcia"	215636.157550
407	"Cindy Miller MD"	137559.173850
408	"Cindy Reed"	185345.999840
409	"Cindy Rivas"	451289.919160
410	"Cindy Sanders"	83580.498990
411	"Claire Delgado"	154923.423010
412	"Claire Patel"	313694.949680
413	"Claudia Franklin"	527148.963230
414	"Claudia Grant"	80036.423500
415	"Colleen Cox"	128808.975800
416	"Colleen Rice"	106407.913230
417	"Connie Riggs"	378341.097460
418	"Connie Rivera"	564044.796000
419	"Connie Stanley"	9340.309810
420	"Courtney Atkinson"	111906.814850
421	"Courtney Carter"	210725.338940
422	"Courtney Peters"	306776.089150
423	"Courtney Williams"	84241.245370
424	"Crystal Goodwin"	123262.915130
425	"Crystal Hatfield"	403666.707500
426	"Crystal James"	83687.424110
427	"Crystal Lee"	8487.117080
428	"Crystal Morrison"	293846.801250
429	"Crystal Ramirez"	611232.769480
430	"Crystal Raymond"	86166.100180
431	"Crystal Riley"	215865.310090
432	"Crystal Thompson"	609055.266520
433	"Crystal Valentine"	139893.475010
434	"Crystal Williams"	65261.540680
435	"Crystal Zimmerman"	211193.499670
436	"Cynthia Acevedo"	102971.147700
437	"Cynthia Cain"	577142.837520
438	"Cynthia Clarke"	586471.237590
439	"Cynthia Cox"	181521.480550
440	"Cynthia Fitzgerald"	287951.748080
441	"Cynthia Fry"	410701.217170
442	"Cynthia Garcia"	155386.218510
443	"Cynthia Hanson"	219667.747140
444	"Cynthia Harrison"	184379.660600
445	"Cynthia Johnson"	124990.747910
446	"Cynthia Moon"	177086.208940
447	"Cynthia Moore"	128955.003730
448	"Cynthia Nicholson"	165252.512790
449	"Cynthia Norton"	74435.687760
450	"Cynthia Patterson"	210811.028190
451	"Cynthia Ruiz MD"	49651.279000
452	"Cynthia Solis"	499150.878700
453	"Dana Baker"	226224.578630
454	"Dana Berry"	99182.484870
455	"Dana Bryant"	151977.245080
456	"Dana Hurst DVM"	75459.367410
457	"Dana Miller DVM"	476516.597700
458	"Dana Monroe"	76998.456560
459	"Dana Morrison"	63837.049080
460	"Dana Peterson"	119374.012730
461	"Dana Smith"	122773.810410
462	"Dana Swanson"	568835.308820
463	"Danielle Brooks"	120457.821850
464	"Danielle Cox"	430229.690260
465	"Danielle Flynn"	409493.235070
466	"Danielle Green"	191929.249760
467	"Danielle Johnson"	90580.617520
468	"Danielle Kennedy"	320151.808620
469	"Danielle Kennedy"	78881.805870
470	"Danielle Mcbride"	47898.006900
471	"Danielle Olson"	532328.366260
472	"Danielle Tran"	190834.381200
473	"Danielle Valdez"	172809.988460
474	"Darlene Glenn"	555044.238310
475	"Darlene Lamb"	46893.960440
476	"Darlene Ruiz"	315055.288720
477	"Dawn Carter"	66509.373870
478	"Dawn Coleman"	463514.532130
479	"Dawn Conner"	255811.931920
480	"Dawn Gonzalez"	165329.406540
481	"Dawn Hatfield"	29267.638170
482	"Dawn Hodges"	298555.828040
483	"Dawn Howe"	163975.627440
484	"Dawn Mullins"	24611.545010
485	"Dawn Porter"	86482.921730
486	"Dawn Simmons"	549207.193740
487	"Dawn Zamora"	439102.069830
488	"Deanna Bowman"	190250.509250
489	"Deanna Delgado"	181834.893930
490	"Deanna Dorsey"	181509.872680
491	"Deanna Ramirez"	44607.541030
492	"Deanna Simpson"	99694.505710
493	"Debbie Gibbs"	109521.418370
494	"Debbie Robbins"	69044.963560
495	"Deborah Ball"	108698.233590
496	"Deborah Beltran"	108445.054830
497	"Deborah Carrillo"	93075.815620
498	"Deborah Erickson"	99361.793140
499	"Deborah Gross"	245085.355410
500	"Deborah Jackson"	184786.280010
501	"Deborah Jarvis DVM"	216951.970460
502	"Deborah Martinez"	278408.532700
503	"Deborah Mccoy MD"	137775.713260
504	"Deborah Meyer"	65357.396940
505	"Deborah Owens"	116100.439520
506	"Deborah Richardson"	153903.887090
507	"Deborah Russell"	143272.096410
508	"Deborah Torres"	118262.823100
509	"Deborah Wilkinson"	196074.811330
510	"Debra Anderson"	443615.728250
511	"Debra Brady"	149380.035520
512	"Debra Frazier"	647971.005230
513	"Debra Hall"	89286.412040
514	"Debra Lopez"	54744.989340
515	"Debra Moore"	550096.552420
516	"Debra Newton"	269585.651830
517	"Debra Taylor"	133805.111350
518	"Debra Warren"	442338.174160
519	"Denise Brown"	572604.046450
520	"Denise Burke"	140451.758020
521	"Denise Dominguez"	226961.915820
522	"Denise Hoffman"	92538.947600
523	"Denise Lang"	236726.571880
524	"Denise Mason"	139630.958490
525	"Denise Pennington"	212993.385200
526	"Denise Rodriguez"	216132.694370
527	"Denise Scott"	84024.068770
528	"Denise Smith"	315133.371750
529	"Denise Sullivan"	522461.301850
530	"Desiree Berry"	95158.477340
531	"Desiree Craig"	65051.661610
532	"Desiree Harrison"	98414.925450
533	"Destiny Love"	309831.562840
534	"Destiny Moran"	4538.548050
535	"Destiny Taylor"	106523.620980
536	"Diana Bowers"	192640.948720
537	"Diana Cherry"	171676.051750
538	"Diana Church"	94035.069380
539	"Diana James DVM"	171154.594360
540	"Diana Jones"	223383.935560
541	"Diana Mcguire"	59333.238880
542	"Diana Simmons"	175955.111070
543	"Diana Washington"	175240.594560
544	"Diana Williams"	201127.737480
545	"Diane Harrison"	153700.956490
546	"Diane Kirby"	552085.210510
547	"Diane Leach"	438345.297680
548	"Diane Montgomery"	29487.915770
549	"Diane Roberts"	159651.683870
550	"Diane Rodriguez"	110325.593430
551	"Diane Sanchez"	178728.927270
552	"Diane Sanchez"	271714.568000
553	"Dominique Friedman"	305286.400170
554	"Donna Allen"	585726.707740
555	"Donna Colon"	134380.157230
556	"Donna Davis"	187029.926310
557	"Donna Frost"	32470.046290
558	"Donna Harris"	188840.148980
559	"Donna Marshall"	161310.063830
560	"Donna Nelson"	169443.990450
561	"Donna Phillips"	434587.226540
562	"Donna Ritter"	145135.608840
563	"Donna Stephens"	70631.115710
564	"Donna Todd"	203881.697910
565	"Dorothy Gray"	207681.215540
566	"Dorothy Jensen"	128940.645610
567	"Dorothy Richardson"	387329.133190
568	"Dr. Amanda Becker"	283836.458310
569	"Dr. April James"	194211.974750
570	"Dr. Cheryl Collins"	146686.746880
571	"Dr. Erin Miller MD"	227713.205140
572	"Dr. Jamie Simmons DVM"	41803.783670
573	"Dr. Kathryn White"	255185.813620
574	"Dr. Kayla Morris"	58087.722260
575	"Dr. Kelsey Ruiz"	103060.751420
576	"Dr. Leslie Mccoy"	215639.143840
577	"Dr. Rachel Becker"	427334.872740
578	"Dr. Sharon Bowman"	225655.903730
579	"Dr. Stacy Jones"	102722.892700
580	"Ebony Chan"	189494.091750
581	"Eileen Gonzalez"	95252.767770
582	"Eileen Hunter"	469654.538510
583	"Eileen Jefferson"	656557.544090
584	"Elaine Ayala"	117617.090570
585	"Elaine Smith"	181957.307320
586	"Elizabeth Adams"	239157.967260
587	"Elizabeth Anderson"	399021.376070
588	"Elizabeth Boyle"	141674.071580
589	"Elizabeth Butler"	66870.698830
590	"Elizabeth Carey"	235763.382030
591	"Elizabeth Clay"	81141.456000
592	"Elizabeth Cox"	220903.567260
593	"Elizabeth Cruz"	86507.527990
594	"Elizabeth Davenport"	138602.425370
595	"Elizabeth Evans MD"	184937.516500
596	"Elizabeth Evans"	491571.506720
597	"Elizabeth Garcia"	656367.248120
598	"Elizabeth Higgins"	64286.632510
599	"Elizabeth Irwin"	24521.525390
600	"Elizabeth Jackson"	140337.738380
601	"Elizabeth Johnson"	194138.998140
602	"Elizabeth Jones"	365305.137020
603	"Elizabeth Kerr"	460013.966420
604	"Elizabeth Lopez"	346458.486970
605	"Elizabeth Miller"	168708.462990
606	"Elizabeth Morris"	136464.841820
607	"Elizabeth Patel"	70352.627460
608	"Elizabeth Peterson"	487049.717650
609	"Elizabeth Sanchez"	185997.845320
610	"Elizabeth Stevenson"	202093.134310
611	"Elizabeth Vargas"	575251.408640
612	"Elizabeth Walker"	105390.926280
613	"Elizabeth Whitehead"	187132.411520
614	"Elizabeth Yang"	498495.789110
615	"Ellen Jones"	171561.406620
616	"Ellen Newman"	125575.266680
617	"Ellen Serrano"	60292.528140
618	"Emily Allen"	245581.499160
619	"Emily Barron"	97834.003060
620	"Emily Brown"	245707.033050
621	"Emily Burns"	128684.715290
622	"Emily Dixon"	204627.396130
623	"Emily Douglas"	231361.258870
624	"Emily Garcia"	105208.568550
625	"Emily Hendricks"	223315.763000
626	"Emily Jones"	253343.048870
627	"Emily Khan"	119916.642990
628	"Emily Miller"	291517.596320
629	"Emily Moore"	435374.402830
630	"Emily Moreno"	264980.533730
631	"Emily Nunez"	188093.355330
632	"Emily Sanford"	110414.714580
633	"Emily Thomas"	220645.852120
634	"Emily Walter"	309235.507170
635	"Emily Williams"	232581.971960
636	"Emily Wilson"	159184.228510
637	"Emma Hays"	204303.507840
638	"Emma Johnson"	144850.364490
639	"Emma Stewart"	5346.552300
640	"Erica Benjamin"	583484.840190
641	"Erica Conway"	569561.905850
642	"Erica Delgado"	8478.883560
643	"Erica Huang"	541131.456480
644	"Erica Ramirez"	526754.964690
645	"Erica Weeks"	107550.932390
646	"Erica Wilson"	173585.196970
647	"Erika Armstrong"	130559.930190
648	"Erin Barton"	458937.685100
649	"Erin Carrillo DDS"	41744.223230
650	"Erin Curry"	53167.141840
651	"Erin Gilbert"	42697.826190
652	"Erin Greene"	32265.838770
653	"Erin Hill"	115117.097940
654	"Erin Olson"	5499.069600
655	"Erin Thomas"	102521.040260
656	"Erin Weaver"	435517.600610
657	"Erin Wright"	498583.971080
658	"Evelyn Robinson"	160503.951590
659	"Felicia Miller"	154945.990710
660	"Frances Arnold"	53384.147120
661	"Frances Mitchell"	485358.731230
662	"Gabriela Powell"	89883.807310
663	"Gabrielle Benson"	60297.736870
664	"Gabrielle Dalton"	464969.510020
665	"Gabrielle Gutierrez"	193586.052680
666	"Gabrielle Pitts"	68176.804500
667	"Gina Chen"	510249.174310
668	"Gina Davis"	211699.134350
669	"Gina Rodriguez"	199989.255830
670	"Gina White"	224643.563180
671	"Gloria Bates"	107390.370910
672	"Gloria Hawkins"	235124.247310
673	"Gloria Miller DVM"	2197.262130
674	"Grace Farmer"	114377.483680
675	"Grace Franklin"	141096.102940
676	"Grace Pittman"	611454.698320
677	"Gwendolyn Carter"	479878.389220
678	"Gwendolyn Collins"	446194.359650
679	"Gwendolyn Hall"	474063.502030
680	"Haley Fletcher"	628565.214020
681	"Haley Mckenzie"	3785.982360
682	"Haley Rodriguez"	97940.527920
683	"Hannah Baldwin"	205086.509530
684	"Hannah Johnson"	921.247740
685	"Hannah Johnson"	471618.552890
686	"Hannah Mitchell"	481140.288880
687	"Hannah Moore"	33463.879550
688	"Hannah Ortiz"	121782.298600
689	"Hannah Sweeney"	101853.957550
690	"Heather Banks"	138398.628730
691	"Heather Barker"	159295.682950
692	"Heather Becker"	173460.910870
693	"Heather Boyd"	150962.444870
694	"Heather Brown"	126265.344820
695	"Heather Davis"	246084.718260
696	"Heather Gibson"	239092.192680
697	"Heather Gilmore"	11553.020100
698	"Heather Hanson"	190718.328090
699	"Heather Hart"	3415.895060
700	"Heather Hayes"	194365.605490
701	"Heather House MD"	516147.933260
702	"Heather Humphrey"	124002.769790
703	"Heather Lawson"	101966.366930
704	"Heather Logan"	136613.401270
705	"Heather Moreno"	7148.468050
706	"Heather Parks"	441846.158060
707	"Heather Patel"	365414.058770
708	"Heather Perry"	273599.555900
709	"Heather Robinson"	438808.362360
710	"Heather Ross"	618554.011650
711	"Heather Silva"	260646.665730
712	"Heather Valdez"	173123.872690
713	"Heather Williamson"	155190.092160
714	"Heidi Benitez"	203321.503120
715	"Heidi Hill"	218761.987700
716	"Heidi Martin"	89097.308180
717	"Heidi Villa"	136938.859940
718	"Heidi Williams"	80908.429750
719	"Helen Holmes"	391541.278510
720	"Helen Tapia"	524300.518560
721	"Holly Brewer"	220663.693510
722	"Holly Rogers"	147084.814870
723	"Holly Smith"	294473.301380
724	"Holly Solis"	116760.774160
725	"Holly Young"	176575.419080
726	"Isabel Cunningham"	205171.886520
727	"Isabel Johnson"	165364.396180
728	"Isabel Williams"	37978.854080
729	"Isabella Brown"	292093.895670
730	"Isabella Mcmillan"	156129.366740
731	"Jaclyn Hernandez"	119281.234500
732	"Jacqueline Mitchell"	105662.168410
733	"Jacqueline Morgan"	181045.874090
734	"Jacqueline Smith"	249327.628460
735	"Jamie Gray"	170865.952550
736	"Jamie Price"	289680.692380
737	"Jamie Snyder"	142021.307730
738	"Jamie Velazquez"	511952.713370
739	"Jamie Williams"	217906.233950
740	"Jane Black"	199096.194530
741	"Jane Reynolds"	180516.595550
742	"Janet Aguilar"	83449.706460
743	"Janet Wilson"	119017.351880
744	"Janice Gentry"	625054.550900
745	"Janice Johnson"	131050.682680
746	"Janice Kemp"	395360.565050
747	"Jasmine Campbell"	198199.527200
748	"Jasmine Campbell"	168012.642840
749	"Jasmine Cole"	491967.311000
750	"Jasmine Hartman"	191018.635530
751	"Jasmine Jones"	104662.265920
752	"Jasmine Marsh"	225461.122630
